"","Study","intercept","slope","TAXA","START_YEAR","meanCentredStartYear","meanCentredEndYear","StartY","EndY"
"1013","219",0.844121979354764,-0.000598886677863329,"Amphibians",1995,-8,8,0.84891307277767,0.839330885931857
"1030","220",0.777304946876002,6.340352988447e-05,"Birds",1995,-8,8,0.776797718636927,0.777812175115078
"1047","221",0.721176898072895,0.00243566957795655,"Plants/Algae",1975,-20.2777777777778,12.7222222222222,0.671786931630998,0.752164027703564
"1065","224",0.815020920416622,-0.000294026582780514,"Plants/Algae",1995,-5,5,0.816491053330524,0.813550787502719
"1068","225",0.807567126684179,0.000947790716763839,"Birds",2000,-5.5,5.5,0.802354277741978,0.81277997562638
"1080","226",0.777711866925795,-3.58384317004604e-05,"Birds",1998,-0.5,1.5,0.777729786141645,0.777658109278244
"1082","227",0.80859953566613,0.00038332939449631,"Fish",1990,-1.5,1.5,0.808024541574385,0.809174529757874
"1086","228",0.835378196511751,0.000573210520339804,"Benthos",1990,-1.5,1.5,0.834518380731241,0.836238012292261
"1090","229",0.795217123803004,0.000547839702049259,"Fish",1988,-14.409090909091,10.590909090909,0.787323251732567,0.801019244283799
"1112","230",0.73031537962668,-0.000290273188268167,"Plants/Algae",2006,-1,1,0.730605652814948,0.730025106438412
"1115","231",0.627303287397625,-0.000901193236609332,"All",2000,-2,3,0.629105673870843,0.624599707687797
"1120","232",0.703861669766718,-0.000290966306103195,"Fish",1968,-18.909090909091,12.090909090909,0.709363578100306,0.700343622611107
"1131","233",0.800462660229204,0.000163121523225565,"Plants/Algae",1999,-0.5,1.5,0.800381099467591,0.800707342514042
"1133","234",0.792553333755906,-0.00283490955805931,"Plants/Algae",1965,-21,16,0.852086434475151,0.747194780826957
"1140","235",0.793757975312416,0.000248166739502747,"Plants/Algae",1982,-8.33333333333326,8.66666666666674,0.791689919149893,0.79590875372144
"1143","236",0.711722251893824,-0.00137510321312429,"Fish",1995,-5.5,5.5,0.719285319566008,0.704159184221641
"1155","237",0.784146292464175,-0.00208214807163893,"Invertebrates",1976,-9,9,0.802885625108925,0.765406959819424
"1174","238",0.769787260063508,8.04242598130107e-05,"Invertebrates",1995,-9.42105263157896,9.57894736842104,0.769029578878954,0.770557639815401
"1193","239",0.84968460830804,0.000595719694435502,"Plants/Algae",1999,-1,1,0.849088888613605,0.850280328002476
"1196","240",0.888945171226889,-0.000268469203125975,"Plants/Algae",2003,-5.5,6.5,0.890421751844082,0.88720012140657
"1208","241",0.947806698493316,0.00132780318608474,"Plants/Algae",1996,-1.33333333333326,1.66666666666674,0.946036294245203,0.950019703803458
"1211","242",0.71367525704527,-0.000433500428209813,"Plants/Algae",1998,-4.42857142857133,3.57142857142867,0.715595044655914,0.712127041230235
"1218","243",0.881197151344436,0.00335036351233274,"Plants/Algae",1992,-10.5454545454545,11.4545454545455,0.845866045214382,0.919574042485702
"1240","244",0.817525906095333,0.000216577219835241,"Birds",1999,-7,6,0.816009865556486,0.818825369414344
"1253","245",0.814197324098035,0.000300657533425116,"Fish",2007,-0.5,2.5,0.814046995331322,0.814948967931597
"1255","246",0.490632330503529,-0.00210113626793414,"Fish",2000,-7.5,6.5,0.506390852513035,0.476974944761957
"1269","247",0.803558627460129,0.00279841038404843,"Invertebrates",1975,-15.9032258064517,15.0967741935483,0.759054875223487,0.845805597128989
"1300","248",0.784331283789278,-0.000359061589456164,"Plants/Algae",2000,-6,6,0.786485653326014,0.782176914252541
"1313","249",0.89971828762996,0.000790817285291152,"Invertebrates",1992,-12.3199999999999,11.6800000000001,0.889975418675173,0.90895503352216
"1338","252",0.576714407249053,0.00164495636746905,"Fish",1977,-7,5,0.565199712676769,0.584939189086398
"1349","253",0.882509546292086,0.000443991340168277,"Invertebrates",1986,-14,14,0.87629366752973,0.888725425054442
"1378","254",0.813128530950356,0.00156874371038188,"Plants/Algae",1995,-9.5,9.5,0.798225465701728,0.828031596198984
"1398","255",0.759093951586801,6.45617889246158e-05,"Plants/Algae",1989,-9,9,0.75851289548648,0.759675007687123
"1406","256",0.60446254992472,0.00258807531241427,"Fish",1987,-11,12,0.575993721488163,0.635519453673691
"1429","257",0.782674389680114,0.000287497531237333,"Invertebrates",1991,-1.5,1.5,0.782243143383258,0.78310563597697
"1433","270",0.879580317560089,0.000785338723204853,"Plants/Algae",1999,-1.5,1.5,0.878402309475281,0.880758325644896
"1437","271",0.886159480118722,0.000749086244520171,"Fish",2000,-7.5,6.5,0.880541333284821,0.891028540708103
"1451","272",0.810691406005325,0.000803631927153797,"Invertebrates",2000,-7,7,0.805065982515248,0.816316829495402
"1466","274",0.949533615440823,0.000893144409757206,"All",2000,-7,7,0.943281604572522,0.955785626309123
"1481","275",0.826034602845851,0.000317271925861317,"Reptiles",2009,-2.5,2.5,0.825241423031197,0.826827782660504
"1487","276",0.836277037973916,5.37829981154674e-05,"Invertebrates",1917,-48.3333333333333,46.6666666666667,0.833677526398335,0.838786911219305
"1490","277",0.819131752322183,-0.00150708922827144,"Plants/Algae",1979,-12.1111111111111,16.8888888888889,0.837384277420137,0.793678689800265
"1499","278",0.885245028261979,-0.00388276484020363,"Fish",1961,-21.3157894736842,22.6842105263158,0.968009226171583,0.797167573202623
"1518","279",0.95512513330677,0.000668029417770252,"Plants/Algae",1979,-12.1111111111111,16.8888888888889,0.947034554802663,0.966407407918
"1527","280",0.49521603618341,-0.000989777502278074,"Benthos",1971,-3,1,0.498185368690244,0.494226258681132
"1530","281",0.852827920030151,0.000963913366614104,"Invertebrates",1974,-2,2,0.850900093296923,0.854755746763379
"1535","282",0.85605109174655,0.000575475895083235,"Invertebrates",1984,-1,2,0.855475615851467,0.857202043536717
"1538","284",0.777998733970394,-3.70491764795459e-05,"Fish",1972,-3.5,10.5,0.778128406088072,0.777609717617358
"1544","285",0.82012088428696,-0.00010893352107566,"Fish",1972,-3,14,0.820447684850187,0.818595814991901
"1550","287",0.797419759310738,0.000633147345640363,"Fish",2001,-6,2,0.793620875236896,0.798686054002019
"1555","288",0.883438673791981,0.00162127677149375,"Fish",1970,-13,23,0.862362075762563,0.920728039536338
"1579","290",0.777637550171685,-0.00254989790031923,"Fish",1978,-4.66666666666674,12.3333333333333,0.789537073706508,0.746188809401081
"1588","291",0.93000390436181,0.000692086476617476,"Fish",1978,-4.5,7.5,0.926889515217032,0.935194552936441
"1596","292",0.797758142724528,-0.00171185327803166,"Fish",1978,-3.79999999999995,13.2,0.804263185181048,0.77516167945451
"1601","294",0.91161911656837,0.000565505229042191,"Invertebrates",2003,-4.25,5.75,0.909215719344941,0.914870771635363
"1609","295",0.826661561254817,0.00057429052897634,"Fish",2008,-4,4,0.824364399138911,0.828958723370722
"1616","296",0.552549283403933,-0.00228430993177695,"Invertebrates",2008,-4,4,0.561686523131041,0.543412043676825
"1623","297",0.453375897624916,-0.00618657590727537,"Invertebrates",2005,-5,5,0.484308777161293,0.422443018088539
"1634","299",0.94594840424922,0.000108167968677594,"Invertebrates",1898,-50,50,0.94054000581534,0.9513568026831
"1640","300",0.677146755311205,0.00720526268491205,"Invertebrates",1989,-12,12,0.590683603092261,0.76360990753015
"1665","301",0.743445710890856,0.000872908218397133,"Invertebrates",1982,-14.5599999999999,16.4400000000001,0.730736167230993,0.757796322001304
"1690","302",0.82598960384315,0.000314370446028744,"Plants/Algae",2002,-4,4,0.824732122059035,0.827247085627265
"1693","303",0.937326033425983,0.00118897131938584,"Plants/Algae",2008,-4,4,0.93257014814844,0.942081918703526
"1696","304",0.945341578374463,0.000760713674218476,"Plants/Algae",1966,-15,15,0.933930873261186,0.95675228348774
"1698","305",0.815482407260642,-0.000286703022343287,"Amphibians",1976,-7,7,0.817489328417045,0.813475486104239
"1713","306",0.706719905137128,-0.00258562038671817,"Reptiles",1975,-8,9,0.727404868230874,0.683449321656665
"1729","307",0.839472345163528,0.000584714777945494,"Plants/Algae",1993,-3,6,0.837718200829692,0.842980633831201
"1731","308",0.852771701388274,0.00218886462904823,"Mammals",1979,-9.90000000000009,10.0999999999999,0.831101941560696,0.874879234141661
"1751","309",0.846279731537182,0.000368081893135413,"Invertebrates",1976,-4.5,4.5,0.844623363018073,0.847936100056291
"1761","310",0.644823666909124,-0.00085670236358056,"Invertebrates",1992,-5.83333333333326,4.16666666666674,0.649821097363343,0.641254073727538
"1767","311",0.776993542723321,-9.98826767472703e-05,"Mammals",1981,-16.5,15.5,0.778641606889651,0.775445361233739
"1799","312",0.798321095364045,-0.000520249076832598,"Mammals",1959,-11.8888888888889,13.1111111111111,0.804506278833055,0.79150005191224
"1808","313",0.781828210612798,-0.00404956074997223,"Invertebrates",1989,-8.5,8.5,0.816249476987562,0.747406944238034
"1826","314",0.760141336307215,-0.000242284351824796,"Mammals",1983,-1,1,0.76038362065904,0.759899051955391
"1829","315",0.840530392984583,0.000480010406761369,"Invertebrates",1983,-1,1,0.840050382577822,0.841010403391345
"1832","316",0.665421608389,-0.00333636152015377,"Reptiles",1989,-8,9,0.69211250055023,0.635394354707616
"1849","317",0.681437542704135,0.000330796215847109,"Plants/Algae",1995,-6,4,0.679452765409052,0.682760727567523
"1855","318",0.796018534429745,0.00779950825820662,"All",1994,-7.61538461538453,7.38461538461547,0.736622279232633,0.853614903105733
"1868","319",0.876891163408587,-0.00063095411712024,"All",1989,-7.35714285714289,6.64285714285711,0.881533182984543,0.872699825344859
"1882","321",0.800924640089985,0.000794386093852269,"Mammals",1995,-6.09090909090901,5.90909090909099,0.796086106609248,0.805618739735475
"1893","322",0.914645871189129,0.00136043406347512,"Plants/Algae",1983,-12,9,0.898320662427427,0.926889777760405
"1897","323",0.84563821336824,0.000625774979201109,"Reptiles",1989,-1.5,1.5,0.844699550899438,0.846576875837042
"1901","324",0.944283635305911,0.00114086858998939,"Plants/Algae",2003,-2,2,0.942001898125932,0.94656537248589
"1906","325",0.949940429861207,0.00132533272912023,"Plants/Algae",2003,-2,2,0.947289764402967,0.952591095319448
"1911","326",0.927611492517582,0.00118249288218123,"Plants/Algae",2003,-2,2,0.925246506753219,0.929976478281944
"1913","327",0.745229569591596,0.000751717625212095,"Mammals",1989,-10,6,0.737712393339475,0.749739875342869
"1925","328",0.580839956952352,-0.00858073795243381,"Amphibians",1979,-14.5,14.5,0.705260657262642,0.456419256642061
"1955","329",0.907154258787615,0.000624523476622116,"Plants/Algae",1990,-10.1666666666667,9.83333333333326,0.900804936775291,0.913295406307733
"1961","33",0.328380229022876,-0.00204326522149198,"Plants/Algae",1992,-8.5,8.5,0.345747983405558,0.311012474640194
"1979","330",0.727389035134238,0.00276421973348866,"Invertebrates",1939,-48.3333333333333,26.6666666666667,0.593785081348953,0.801101561360603
"2006","331",0.920114290411017,0.00108805267426296,"Plants/Algae",1998,-5.33333333333326,5.66666666666674,0.914311342814948,0.92627992223184
"2009","332",0.544572430055871,-0.00561506046580035,"Fish",1984,-5.5,5.5,0.575455262617773,0.513689597493969
"2021","333",0.827374745866511,0.000396220626133012,"Birds",1981,-12.7307692307693,15.2692307692307,0.82233055251074,0.833424730042465
"2047","335",0.796670145505865,0.00135860473513295,"Fish",1962,-5.22222222222217,6.77777777777783,0.789575209666837,0.805878466488432
"2056","336",0.718139487043786,0.00663570800858163,"Plants/Algae",1989,-6.5,6.5,0.675007384988005,0.761271589099566
"2070","337",0.797172572683734,-6.95300913924596e-05,"Birds",2000,-4,6,0.797450693049304,0.796755392135379
"2076","338",0.830824301564511,0.000383845503376723,"Fish",1979,-0.5,1.5,0.830632378812823,0.831400069819576
"2078","339",0.842986389561578,0.000280892932620736,"Birds",1953,-28,28,0.835121387448198,0.850851391674959
"2135","340",0.455251000187974,-0.000413641510342258,"Plants/Algae",1995,-6.92307692307691,7.07692307692309,0.458114672182651,0.452323691037859
"2148","341",0.897242321463623,0.000942258680932609,"Amphibians",2014,-1,1,0.89630006278269,0.898184580144555
"2151","342",0.939461804474455,0.000888331296300678,"Plants/Algae",1992,-10,8,0.930578491511448,0.94656845484486
"2154","343",0.922022697912399,0.00138786282653706,"Plants/Algae",1992,-8.5,8.5,0.910225863886834,0.933819531937964
"2156","344",0.863134120440626,0.000551942069547054,"Plants/Algae",1992,-6,6,0.859822468023344,0.866445772857908
"2158","345",0.889141663649687,0.000732795073052531,"Plants/Algae",1993,-6,6,0.884744893211372,0.893538434088002
"2160","346",0.910746862229024,0.0010333838421311,"Plants/Algae",2002,-4,5,0.9066133268605,0.91591378143968
"2163","347",0.744165171745353,9.97182792372828e-06,"Invertebrates",1998,-1,1,0.744155199917429,0.744175143573276
"2166","348",0.783360267658002,0.00380292977481328,"Mammals",2006,-4.79999999999995,5.20000000000005,0.765106204738899,0.803135502487031
"2176","349",0.882756688658494,0.000632092955176304,"Benthos",1991,-9.22222222222217,10.7777777777778,0.876927386960757,0.889569246064283
"2185","350",0.715332019653458,1.71794553397221e-05,"Benthos",1989,-9.83333333333326,12.1666666666667,0.715163088342617,0.715541036360091
"2197","351",0.534311568181104,-0.007071401525163,"Benthos",1989,-6.5,8.5,0.580275678094664,0.474204655217219
"2207","352",0.926441784553187,0.00108336459924768,"Plants/Algae",1999,-1.5,1.5,0.924816737654315,0.928066831452058
"2211","353",0.930657463936682,0.00116031007307585,"Plants/Algae",1997,-3,3,0.927176533717454,0.93413839415591
"2213","354",0.688906266405656,-0.000269738362581079,"Plants/Algae",1928,-67.3571428571429,19.6428571428571,0.707075071828082,0.683607834283528
"2227","356",0.964307043959921,0.00019049047871161,"Plants/Algae",1971,-18.5,23.5,0.960782970103756,0.968783570209644
"2251","357",0.877693030692199,-0.000764752738853842,"Mammals",1994,-6,6,0.882281547125322,0.873104514259076
"2264","358",0.776758248268286,0.0029136391512414,"Birds",1977,-7.5,7.5,0.754905954633975,0.798610541902596
"2280","359",0.838959027500326,-0.000276919903259536,"Fish",2000,-6.5,5.5,0.840759006871513,0.837435968032398
"2290","361",0.796569697322204,0.000268282836857777,"Birds",1962,-10.5,10.5,0.793752727535197,0.79938666710921
"2312","362",0.858552204406948,0.000740784121796606,"Mammals",2009,-1.5,1.5,0.857441028224253,0.859663380589643
"2316","363",0.81346171651274,-0.000902805176668457,"Birds",1963,-18,18,0.829712209692772,0.797211223332707
"2353","364",0.660092892609008,0.00800777507566203,"Plants/Algae",1990,-8.71428571428578,8.28571428571422,0.590310852663953,0.726443028950208
"2367","365",0.67787926703649,-0.00263675470566639,"Fish",1997,-2.5,2.5,0.684471153800656,0.671287380272324
"2373","366",0.77239215226053,-0.00677670749062508,"Mammals",1989,-11,13,0.846935934657406,0.684294954882404
"2396","367",0.824049439688901,0.000702187602927802,"Invertebrates",2008,-2.5,2.5,0.822293970681582,0.825804908696221
"2402","368",0.74103127840036,-0.000280931363361867,"Invertebrates",2010,-0.5,0.5,0.741171744082041,0.740890812718679
"2404","369",0.782995783621541,0.000958770622003539,"Invertebrates",2009,-2.5,2.5,0.780598857066532,0.78539271017655
"2410","372",0.834019135271561,0.000386469232951997,"Birds",2005,-5,3,0.832086789106801,0.835178542970417
"2415","373",0.915249977560324,0.0010823705880725,"Mammals",2005,-5,2,0.909838124619961,0.917414718736469
"2420","374",0.722011475369817,-0.000644683912671828,"Birds",2004,-5,5,0.725234894933176,0.718788055806458
"2431","375",0.886701522506381,0.000685637071255615,"Invertebrates",2004,-5,5,0.883273337150103,0.890129707862659
"2442","376",0.843742336265037,0.000512377794162557,"Birds",2004,-2,2,0.842717580676712,0.844767091853362
"2445","377",0.786387075345759,-0.000295394833961239,"Birds",2008,-2.5,2.5,0.787125562430662,0.785648588260856
"2449","378",0.750111684355066,0.00109732804161295,"Invertebrates",1991,-7.07142857142867,7.92857142857133,0.742352007489374,0.758811928113568
"2463","379",0.808003642248301,7.76751442855258e-05,"Invertebrates",1991,-8.41176470588243,14.5882352941176,0.807350257211075,0.809136785529642
"2480","380",0.713938402759539,0.00112723946757646,"Invertebrates",1978,-4.5,4.5,0.708865825155445,0.719010980363633
"2490","381",0.847359031527065,-0.000492827667524001,"All",1986,-3,3,0.848837514529637,0.845880548524493
"2497","382",0.732721901999716,-0.00153892361706547,"Mammals",1955,-6,6,0.741955443702109,0.723488360297323
"2510","383",0.606446290770043,-0.000689297761180479,"Plants/Algae",1972,-20.6666666666667,17.3333333333333,0.62069177783444,0.594498462909581
"2513","384",0.854656337436489,0.000832371087682078,"Plants/Algae",1973,-18,15,0.839673657858212,0.867141903751721
"2516","385",0.621580916409226,-0.0040868634238946,"Plants/Algae",1972,-21,18,0.707405048311013,0.548017374779123
"2519","386",0.211512621623769,-0.00411427312334231,"Plants/Algae",1994,-7.5,7.5,0.242369670048836,0.180655573198701
"2521","387",0.230706215129838,-0.00546993545005899,"Plants/Algae",1958,-30.6666666666667,20.3333333333333,0.398450902264981,0.119484194311972
"2524","388",0.292325879924256,-0.00843292176044078,"Plants/Algae",1957,-34.6666666666667,22.3333333333333,0.584667167619537,0.103990627274412
"2527","389",0.79273466737533,-0.000611452770097552,"Plants/Algae",1973,-18,15,0.803740817237086,0.783562875823866
"2530","39",0.811255235673354,-0.00051728769215552,"Birds",1970,-7,7,0.814876249518443,0.807634221828266
"2545","390",0.429377086850147,-0.00938726158426366,"Plants/Algae",1972,-20,17,0.617122318535421,0.269793639917665
"2548","391",0.498816181928316,-0.0078762758542146,"Plants/Algae",1974,-17.6666666666667,15.3333333333333,0.637963722019441,0.378046618830359
"2551","392",0.738572558131232,-0.000616064087629271,"Plants/Algae",1974,-21,18,0.751509903971447,0.727483404553905
"2554","393",0.664221786368657,0.000116503079554584,"Plants/Algae",1976,-20,17,0.661891724777565,0.666202338721084
"2557","394",0.532310256452375,-0.000156428399929367,"Plants/Algae",1974,-19.3333333333333,17.6666666666667,0.535334538851009,0.529546688053623
"2560","395",0.548600739597403,-0.00244818730634801,"Plants/Algae",1975,-18.3333333333333,14.6666666666667,0.593484173547116,0.512693992437632
"2563","396",0.845592436298109,0.000551240845295161,"Plants/Algae",2006,-5,5,0.842836232071633,0.848348640524585
"2565","397",0.44095573162176,-0.00175751692909905,"Plants/Algae",2002,-4,4,0.447985799338156,0.433925663905363
"2567","398",0.576406284782317,-0.000802070576415582,"Plants/Algae",1973,-11,11,0.585229061122889,0.567583508441746
"2569","399",0.658209891518341,-0.00325562977833774,"Plants/Algae",1973,-13.5,13.5,0.7021608935259,0.614258889510781
"2571","400",0.89153722810009,0.0005756021363383,"Plants/Algae",1978,-10.5,10.5,0.885493405668538,0.897581050531642
"2573","401",0.531043330194541,-0.00235881538630101,"Plants/Algae",1978,-10,10,0.554631484057551,0.507455176331531
"2575","402",0.87348830065174,0.000724918352400293,"Fish",2010,-2.5,2.5,0.871676004770739,0.875300596532741
"2581","403",0.615533469481243,-0.00212529817806017,"Amphibians",1989,-3,3,0.621909364015423,0.609157574947062
"2588","404",0.766649503265194,-0.000144898651594371,"Plants/Algae",2014,-1,1,0.766794401916789,0.7665046046136
"2591","405",0.789855811882109,-8.53926078860894e-05,"Plants/Algae",2009,-1,1,0.789941204489995,0.789770419274223
"2594","406",0.941715068323421,0.00131333949765835,"Plants/Algae",2005,-1,1,0.940401728825763,0.943028407821079
"2597","407",0.736905325031098,-0.000361184229207576,"Fish",2012,-0.5,0.5,0.737085917145702,0.736724732916494
"2599","409",0.767711181499879,-9.70473931640198e-05,"Fish",2012,-0.5,0.5,0.767759705196461,0.767662657803297
"2601","41",0.857552930593154,-1.09216603362261e-05,"Birds",1923,-8.20000000000005,8.79999999999995,0.857642488207911,0.857456819982195
